,Production Year,Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level,Egg Target,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area,Release/ Transfer Target,Mark Type,Clip Type,Target # to Mark,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
843,2017,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Nanaimo R,,17,50000,Parentage-based Tagging,N/A,50000,,,Fry release number is dependent on assessment of wild component.,
844,2016,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Nanaimo R,,17,50000,Parentage-based Tagging,N/A,50000,,,Fry release number is dependent on assessment of wild component.,
845,2015,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Nanaimo R,,17,50000,,,,,,Fry release number is dependent on assessment of wild component.,
846,2014,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Nanaimo R,,17,50000,,,,,,Fry release number is dependent on assessment of wild component.,
847,2020,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Smolt 1+,Nanaimo R,,17,84000,Fin Clip,AD,"84,000",,,,
848,2020,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Smolt 1+,Nanaimo R,,17,0,Parentage-based Tagging,N/A,"84,000",,,,
849,2021,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,0,Release,Smolt 1+,Nanaimo R,Nanaimo River H,17,84000,Fin Clip,AD,84000,,,,Planning
850,2021,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,0,Release,Smolt 1+,Nanaimo R,Nanaimo River H,17,0,Parentage-based Tagging,N/A,84000,,,,Planning
851,2019,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Smolt 1+,Nanaimo R,,17,"84,000",Fin Clip,AD,"84,000",,,,
852,2018,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Smolt 1+,Nanaimo R,,17,84000,Fin Clip,AD,84000,,,,
853,2018,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Smolt 1+,Nanaimo R,,17,-,Parentage-based Tagging,N/A,84000,,,,
854,2017,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Smolt 1+,Nanaimo R,,17,84000,Fin Clip,AD,84000,,,,
855,2017,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Smolt 1+,Nanaimo R,,17,-,Parentage-based Tagging,N/A,84000,,,,
856,2016,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Smolt 1+,Nanaimo R,,17,84000,Fin Clip,AD,84000,,,,
857,2016,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Smolt 1+,Nanaimo R,,17,-,Parentage-based Tagging,N/A,84000,,,,
858,2015,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Smolt 1+,Nanaimo R,,17,84000,Fin Clip,AD,84000,,,2014/2015: proposal to reduce all Strait of Georgia coho smolt releases to 50k level where there is a moderate terminal fishery to historical coho smolt numbers in marine early rearing habitat rejected by Area since capacity for 100k and returns have been poor most years (no surplus). Escapement target 4-7k.,
859,2014,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Smolt 1+,Nanaimo R,,17,84000,Fin Clip,AD,84000,,,Proposal to reduce all Strait of Georgia coho smolt releases to 50k level where there is a moderate terminal fishery to historical coho smolt numbers in marine early rearing habitat rejected by Area since capacity for 100k and returns have been poor most years (no surplus). Escapement target 4-7k.,
860,2020,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Nanaimo R Up,,17,30000,Parentage-based Tagging,N/A,"30,000",,,Fry release number is dependent on assessment of wild component.,
861,2021,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,0,Release,Fed Fry,Nanaimo R Up,Nanaimo River H,17,30000,Parentage-based Tagging,N/A,30000,,,Fry release number is dependent on assessment of wild component.,Planning
862,2019,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Nanaimo R Up,,17,"30,000",,,,,,Fry release number is dependent on assessment of wild component.,
863,2018,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Nanaimo R Up,,17,30000,Parentage-based Tagging,N/A,30000,,,Fry release number is dependent on assessment of wild component.,
864,2017,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Nanaimo R Up,,17,30000,Parentage-based Tagging,N/A,30000,,,Fry release number is dependent on assessment of wild component.,
865,2016,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Nanaimo R Up,,17,40000,Parentage-based Tagging,N/A,40000,,,Fry release number is dependent on assessment of wild component.,
866,2015,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Nanaimo R Up,,17,40000,,,,,,Fry release number is dependent on assessment of wild component.,
867,2014,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Nanaimo R Up,,17,40000,,,,,,Fry release number is dependent on assessment of wild component.,
868,2018,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Unfed,Napoleon Cr,,17,10000,Parentage-based Tagging,N/A,10000,,,Fry release number is dependent on assessment of wild component.,
869,2017,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Unfed,Napoleon Cr,,17,10000,Parentage-based Tagging,N/A,10000,,,Fry release number is dependent on assessment of wild component.,
870,2016,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Unfed,Napoleon Cr,,17,10000,,,,,,Fry release number is dependent on assessment of wild component.,
871,2015,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Unfed,Napoleon Cr,,17,10000,,,,,,Fry release number is dependent on assessment of wild component.,
872,2014,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Unfed,Napoleon Cr,,17,10000,,,,,,Fry release number is dependent on assessment of wild component.,
873,2020,BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Smolt 1+,Oyster R,,14,40000,Fin Clip,AD,"40,000",,,,
874,2020,BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Smolt 1+,Oyster R,,14,0,Parentage-based Tagging,N/A,"40,000",,,,
875,2021,BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,0,Release,Smolt 1+,Oyster R,Oyster River H,14,40000,Fin Clip,AD,40000,,,,Planning
876,2021,BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,0,Release,Smolt 1+,Oyster R,Oyster River H,14,0,Parentage-based Tagging,N/A,40000,,,,Planning
877,2019,BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Smolt 1+,Oyster R,,14,"40,000",Fin Clip,AD,"40,000",,,,
878,2018,BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Smolt 1+,Oyster R,,14,40000,Fin Clip,AD,40000,,,,
879,2017,BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Smolt 1+,Oyster R,,14,40000,Fin Clip,AD,40000,,,,
880,2016,BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Smolt 1+,Oyster R,,14,40000,,,,,,,
881,2015,BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Smolt 1+,Oyster R,,14,40000,,,,,,,
882,2014,BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Smolt 1+,Oyster R,,14,40000,,,,,,,
883,2020,BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Pachena R,CO-16,JUAN DE FUCA-PACHENA,23,Rebuilding,Primary,"25,000",Release,Fed Fry,Pachena R,,23,20000,,,,,,,
884,2021,BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Pachena R,CO-16,JUAN DE FUCA-PACHENA,23,Rebuilding,Primary,25000,Release,Fed Fry,Pachena R,Sugsaw Creek H,23,20000,,,,,,,Preliminary
885,2019,BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Pachena R,CO-16,JUAN DE FUCA-PACHENA,23,Rebuilding,Primary,"25,000",Release,Fed Fry,Pachena R,,23,"20,000",,,,,,,
886,2018,BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Pachena R,CO-16,JUAN DE FUCA-PACHENA,23,Rebuilding,Primary,25000,Release,Fed Fry,Pachena R,,23,20000,,,,,,,
887,2017,BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Pachena R,CO-16,JUAN DE FUCA-PACHENA,23,Rebuilding,Primary,25000,Release,Fed Fry,Pachena R,,23,20000,,,,,,,
888,2016,BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Pachena R,CO-16,JUAN DE FUCA-PACHENA,23,Rebuilding,Primary,25000,Release,Fed Fry,Pachena R,,23,20000,,,,,,,
889,2015,BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Pachena R,CO-16,JUAN DE FUCA-PACHENA,23,Rebuilding,Primary,25000,Release,Fed Fry,Pachena R,,23,20000,,,,,,,
890,2014,BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Pachena R,CO-16,JUAN DE FUCA-PACHENA,23,Rebuilding,Primary,25000,Release,Fed Fry,Pachena R,,23,20000,,,,,,,
891,2020,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Fed Fry,Puntledge R,,14,50000,Parentage-based Tagging,N/A,"50,000",,,Release number is dependent on ongoing assessment of survival rates and habitat capacity. Objective is to rebuild a self-sustaining return to above the dam.,
892,2019,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Fed Fry,Puntledge R,,14,"50,000",,,,,,Release number is dependent on ongoing assessment of survival rates and habitat capacity. Objective is to rebuild a self-sustaining return to above the dam.,
893,2018,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Fed Fry,Puntledge R,,14,50000,Parentage-based Tagging,N/A,50000,,,Release number is dependent on ongoing assessment of survival rates and habitat capacity. Objective is to rebuild a self-sustaining return to above the dam.,
894,2017,BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,-,Release,Fed Fry,Puntledge R,,14,50000,Parentage-based Tagging,N/A,50000,,,Release number is dependent on ongoing assessment of survival rates and habitat capacity. Objective is to rebuild a self-sustaining return to above the dam.,
895,2019,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse Lk,,12,-,,,,,,Assessment of densities of natural production needed if fry outplants to be considered.,
896,2018,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse Lk,,12,-,,,,,,Assessment of densities of natural production needed if fry outplants to be considered.,
897,2017,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse Lk,,12,-,,,,,,Assessment of densities of natural production needed if future fry outplants to be considered.,
898,2016,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse Lk,,12,-,,,,,,Assessment of densities of natural production needed if future fry outplants to be considered.,
899,2015,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse Lk,,12,-,,,,,,Assessment of densities of natural production needed if future fry outplants to be considered.,
900,2014,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse Lk,,12,15000,,,,,,Release of fry is dependent on assessment of wild component.,
901,2019,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse R,,12,-,,,,,,Assessment of densities of natural production needed if fry outplants to be considered.,
902,2018,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse R,,12,-,,,,,,Assessment of densities of natural production needed if fry outplants to be considered.,
903,2017,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse R,,12,-,,,,,,Assessment of densities of natural production needed if future fry outplants to be considered.,
904,2016,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse R,,12,-,,,,,,Assessment of densities of natural production needed if future fry outplants to be considered.,
905,2015,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse R,,12,-,,,,,,Assessment of densities of natural production needed if future fry outplants to be considered.,
906,2014,BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Rebuilding,Primary,-,Release,Fed Fry,Quatse R,,12,15000,,,,,,Release of fry is dependent on assessment of wild component.,
907,2020,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,-,Release,Fed Fry,Quinsam Lk,,13,170000,Fin Clip,AD,"25,000",,,Fry are released to upper Quinsam watershed and assessed in downstream juvenile survey.,
908,2020,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,-,Release,Fed Fry,Quinsam Lk,,13,0,Parentage-based Tagging,N/A,"170,000",,,,
909,2021,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,0,Release,Fed Fry,Quinsam Lk,Quinsam River H,13,170000,Fin Clip,AD,25000,,,Fry are released to upper Quinsam watershed and assessed in downstream juvenile survey.,Planning
910,2021,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,0,Release,Fed Fry,Quinsam Lk,Quinsam River H,13,0,Parentage-based Tagging,N/A,170000,,,,Planning
911,2019,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,-,Release,Fed Fry,Quinsam Lk,,13,"170,000",Fin Clip,AD,"25,000",,,Fry are released to upper Quinsam watershed and assessed in downstream juvenile survey.,
912,2018,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,-,Release,Fed Fry,Quinsam Lk,,13,170000,Fin Clip,AD,25000,,,Fry are released to upper Quinsam watershed and assessed in downstream juvenile survey.,
913,2018,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,-,Release,Fed Fry,Quinsam Lk,,13,-,Parentage-based Tagging,N/A,170000,,,,
914,2017,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,-,Release,Fed Fry,Quinsam Lk,,13,170000,Fin Clip,AD,25000,,,Fry are released to upper Quinsam watershed and assessed in downstream juvenile survey.,
915,2017,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,-,Release,Fed Fry,Quinsam Lk,,13,-,Parentage-based Tagging,N/A,170000,,,,
916,2016,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,-,Release,Fed Fry,Quinsam Lk,,13,170000,Fin Clip,AD,25000,,,Fry are released to upper Quinsam watershed and assessed in downstream juvenile survey.,
917,2016,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,-,Release,Fed Fry,Quinsam Lk,,13,-,Parentage-based Tagging,N/A,170000,,,,
918,2015,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,-,Release,Fed Fry,Quinsam Lk,,13,170000,Fin Clip,AD,25000,,,Fry are released to upper Quinsam watershed and assessed in downstream juvenile survey.,
919,2014,BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,Rebuilding,Primary,-,Release,Fed Fry,Quinsam Lk,,13,170000,Fin Clip,AD,25000,,,Fry are released to upper Quinsam watershed and assessed in downstream juvenile survey.,
920,2021,BC South Coast,PIP,Roy Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Roy Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,0,Release,Fed Fry,Roy Cr,Roy Creek H,14,50000,Fin Clip,AD,30000,,,Release number dependent on assessment of natural production and habitat capacity.,Planning
921,2021,BC South Coast,PIP,Roy Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Roy Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Rebuilding,Primary,60000,Release,Fed Fry,Roy Cr,Roy Creek H,14,0,Parentage-based Tagging,N/A,50000,,,,Planning
922,2020,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,-,Release,Fed Fry,Second Lk/GSVI,,17,30000,Parentage-based Tagging,N/A,"30,000",,,Fry release number is dependent on assessment of wild component.,
923,2021,BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Nanaimo R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17,Rebuilding,Primary,0,Release,Fed Fry,Second Lk/GSVI,Nanaimo River H,17,30000,Parentage-based Tagging,N/A,30000,,,Fry release number is dependent on assessment of wild component.,Planning
