Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level,Egg Target,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area,Release/ Transfer Target,Mark Type,Clip Type,Target # to Mark,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
BC South Coast,OPS,Nitinat R,WEM - Nitinat River Hatchery,Chinook,Fall,Sarita R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23,Harvest,Primary,0,Release,Smolt 0+,Sarita R,Nitinat River H,23,0,Thermal,N/A,250000,,,,Planning
BC South Coast,OPS,Nitinat R,WEM - Nitinat River Hatchery,Chum,Fall,Nitinat R,CM-10,SOUTHWEST VANCOUVER ISLAND,22,Harvest,Primary,12000000,Release,Seapen,Nitinat Lk,Nitinat Lk Seapen,22,10000000,Thermal,N/A,10000000,,,2021 target for Nitinat chum under review. Egg target reduced from 15M to 12M based on average survival from egg to fry to align with release target.,Planning
BC South Coast,OPS,Nitinat R,WEM - Nitinat River Hatchery,Coho,Fall,Nitinat R,CO-16,JUAN DE FUCA-PACHENA,22,Harvest,Primary,0,Release,Fed Fry,Darlington Lk,Nitinat River H,22,12500,Fin Clip,AD,12500,,,,Planning
BC South Coast,OPS,Nitinat R,WEM - Nitinat River Hatchery,Coho,Fall,Nitinat R,CO-16,JUAN DE FUCA-PACHENA,22,Harvest,Primary,400000,Release,Fed Fry,Darlington Lk,Nitinat River H,22,0,Parentage-based Tagging,N/A,12500,,,,Planning
BC South Coast,OPS,Nitinat R,WEM - Nitinat River Hatchery,Coho,Fall,Nitinat R,CO-16,JUAN DE FUCA-PACHENA,22,Harvest,Primary,0,Release,Fed Fry,Flora Lk,Nitinat River H,22,12500,Fin Clip,AD,12500,,,,Planning
BC South Coast,OPS,Nitinat R,WEM - Nitinat River Hatchery,Coho,Fall,Nitinat R,CO-16,JUAN DE FUCA-PACHENA,22,Harvest,Primary,0,Release,Fed Fry,Flora Lk,Nitinat River H,22,0,Parentage-based Tagging,N/A,12500,,,,Planning
BC South Coast,OPS,Nitinat R,WEM - Nitinat River Hatchery,Coho,Fall,Nitinat R,CO-16,JUAN DE FUCA-PACHENA,22,Harvest,Primary,0,Release,Fed Fry,Francis Lk/SWVI,Nitinat River H,22,25000,Fin Clip,AD,25000,,,,Planning
BC South Coast,OPS,Nitinat R,WEM - Nitinat River Hatchery,Coho,Fall,Nitinat R,CO-16,JUAN DE FUCA-PACHENA,22,Harvest,Primary,0,Release,Fed Fry,Francis Lk/SWVI,Nitinat River H,22,0,Parentage-based Tagging,N/A,25000,,,,Planning
BC South Coast,OPS,Nitinat R,WEM - Nitinat River Hatchery,Coho,Fall,Nitinat R,CO-16,JUAN DE FUCA-PACHENA,22,Harvest,Primary,0,Release,Smolt 1+,Nitinat R,Nitinat River H,22,100000,Fin Clip,AD,100000,,,,Planning
BC South Coast,OPS,Nitinat R,WEM - Nitinat River Hatchery,Coho,Fall,Nitinat R,CO-16,JUAN DE FUCA-PACHENA,22,Harvest,Primary,0,Release,Smolt 1+,Nitinat R,Nitinat River H,22,0,Parentage-based Tagging,N/A,100000,,,,Planning
BC South Coast,OPS,Nitinat R,WEM - Nitinat River Hatchery,Coho,Fall,Nitinat R,CO-16,JUAN DE FUCA-PACHENA,22,Harvest,Primary,0,Release,Smolt 1+,Nitinat R,Nitinat River H,22,0,Thermal,N/A,100000,,,,Planning
BC North Coast,PIP,Rivers Inlet,,Chinook,Summer,Chuckwalla R,CK-37,RIVERS INLET,09,Rebuilding,Primary,0,Release,Smolt 0+,Chuckwalla R,Percy Walkus H,09,65000,Coded Wire Tag,AD,50000,,,,Preliminary
BC North Coast,PIP,Rivers Inlet,,Chinook,Summer,Chuckwalla R,CK-37,RIVERS INLET,09,Rebuilding,Primary,75000,Release,Smolt 0+,Chuckwalla R,Percy Walkus H,09,0,Parentage-based Tagging,N/A,65000,,,,Preliminary
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate,0,Transfer In,Egg,Puntledge R,Puntledge River H,,200000,,,,,,,Planning
BC North Coast,PIP,Rivers Inlet,,Chinook,Summer,Kilbella R,CK-37,RIVERS INLET,09,Rebuilding,Primary,75000,Release,Seapen 0+,Rivers In,Rivers Inlet Seapen,09,65000,Parentage-based Tagging,N/A,65000,,,,Preliminary
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,85000,Transfer Out,Egg,Campbell R Sch,Campbell River Schools,,100,,,,,,,Planning
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,0,Transfer Out,Egg,Comox Valley Sch,Comox Valley Schools,,400,,,,,,,Planning
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Stewardship,Primary,0,Release,Fed Fry,Oyster R,Oyster River H,14,40000,,,,,,Number of fry released is dependent on assessment of natural production and habitat capacity.,Planning
BC South Coast,AFS,Huu-ay-aht,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Sugsaw Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,23,Rebuilding,Primary,500000,Release,Fed Fry,Sugsaw Cr,Sugsaw Creek H,23,450000,,,,,,,Preliminary
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,Rebuilding,Alternate,0,Release,Seapen,Alert Bay,Alert Bay Seapen,12,900000,Thermal,N/A,900000,,,,Planning
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,Rebuilding,Alternate,0,Release,Fed Fry,Nimpkish R Low,Gwa'ni H,12,900000,Thermal,N/A,900000,,,,Planning
BC South Coast,DPI,P Hardy/Marble,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Marble R,CK-33,WEST VANCOUVER ISLAND-NORTH_FA_0.x,27,Harvest,Primary,1100000,Release,Smolt 0+,Marble R,Marble River H,27,910000,Thermal,N/A,910000,,,,Planning
BC South Coast,DPI,P Hardy/Marble,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Marble R,CK-33,WEST VANCOUVER ISLAND-NORTH_FA_0.x,27,Harvest,Primary,0,Release,Seapen 0+,Quatsino Sd,Marble River H,27,90000,Thermal,N/A,90000,,,,Planning
BC South Coast,DPI,P Hardy/Marble,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Marble R,CO-15,NAHWITTI LOWLAND,27,Stewardship,Primary,140000,Release,Fed Fry,Marble R,Marble River H,27,0,,,,,,Assessment of densities of natural production needed if fry outplants to be considered.,Planning
BC South Coast,DPI,P Hardy/Marble,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Marble R,CO-15,NAHWITTI LOWLAND,27,Harvest,Primary,0,Release,Smolt 1+,Marble R,Marble River H,27,130000,Fin Clip,AD,130000,,,,Planning
BC South Coast,DPI,P Hardy/Marble,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Marble R,CO-15,NAHWITTI LOWLAND,27,Harvest,Primary,0,Release,Smolt 1+,Marble R,Marble River H,27,0,Parentage-based Tagging,N/A,130000,,,,Planning
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Quatse R,CM-5,NORTHEAST VANCOUVER ISLAND,12,Stewardship,Primary,120000,Release,Fed Fry,Quatse R,Quatse River H,12,100000,,,,,,,Planning
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12,Harvest,Primary,100000,Release,Smolt 1+,Cluxewe R,Quatse River H,12,85000,Fin Clip,AD,85000,,,"2021:Increase to 100,000 eggs to account for losses to BKD.",Planning
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12,Harvest,Primary,0,Release,Smolt 1+,Cluxewe R,Quatse River H,12,0,Parentage-based Tagging,N/A,85000,,,,Planning
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,,Primary,100000,Transfer Out,Egg,Vanc Is North Sch,Vancouver Is North Sch,,750,,,,,,,Planning
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Harvest,Primary,0,Release,Smolt 1+,Quatse R,Quatse River H,12,85000,Fin Clip,AD,85000,,,"2021: Increase to 100,000 eggs to account for losses to BKD.",Planning
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,Harvest,Primary,0,Release,Smolt 1+,Quatse R,Quatse River H,12,0,Parentage-based Tagging,N/A,85000,,,,Planning
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Waukwaas Cr,CO-15,NAHWITTI LOWLAND,27,Harvest,Primary,0,Release,Smolt 1+,Waukwaas Cr,Quatse River H,27,0,,,,,,,Planning
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Pink,Fall,Cluxewe R,PKO-5,NAHWITTI,12,Harvest,Primary,950000,Release,Unfed,Cluxewe R,Quatse River H,12,800000,,,,,,,Planning
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Pink,Fall,Quatse R,PKO-5,NAHWITTI,12,Harvest,Primary,1500000,Release,Unfed,Quatse R,Quatse River H,12,1350000,,,,,,,Planning
BC South Coast,PIP,Pender Is Enh,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary,0,Transfer In,Egg,Goldstream R,Goldstream River H,,40000,,,,,,,Planning
BC South Coast,PIP,Pender Is Enh,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,Stewardship,Primary,0,Release,Unfed,Hope Bay Cr,Hope Bay Cr Inc,19,35000,,,,,,,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Alternate,0,Transfer In,Egg,Big Qualicum R,Big Qualicum River H,,800000,,,,,,,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,Harvest,Alternate,0,Release,Fed Fry,Haslam Lk,Lang Creek H,15,150000,Parentage-based Tagging,N/A,150000,,,,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,Harvest,Alternate,0,Release,Smolt 0+,Lang Cr,Lang Creek H,15,650000,Parentage-based Tagging,N/A,650000,,,2021: Assessment recommended. Discussion needed.,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Lang Cr,CK-9007,SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>,15,Harvest,Primary,900000,Release,Fed Fry,Haslam Lk,Lang Creek H,15,150000,,,,,,,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Lang Cr,CK-9007,SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>,15,Harvest,Primary,0,Release,Smolt 0+,Lang Cr,Lang Creek H,15,680000,,,,,,2021: Assessment recommended. Discussion needed.,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Lang Cr,CM-4,GEORGIA STRAIT,15,,Primary,750000,Transfer Out,Fry,Texada Is Vol,Sturt Bay Seapen,,70000,,,,,,,Planning
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Chemainus R,CM-4,GEORGIA STRAIT,17,Rebuilding,Primary,0,Release,Eyed Egg,Chemainus R,Nanaimo River H,17,0,,,,,,,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Lang Cr,CM-4,GEORGIA STRAIT,15,Stewardship,Primary,0,Release,Fed Fry,Willingdon Cr,Lang Creek H,15,70000,,,,,,,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15,,Primary,300000,Transfer Out,Egg,Powell R Sch,Powell River Schools,,540,,,,,,,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15,Harvest,Primary,0,Release,Fed Fry,Anderson Cr/Lang,Lang Creek H,15,22500,,,,,,,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15,Harvest,Primary,0,Release,Fed Fry,B Creek,Lang Creek H,15,22500,,,,,,,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15,Harvest,Primary,0,Release,Fed Fry,Haslam Lk,Lang Creek H,15,215000,,,,,,2021: Clipping and PBT sampling recommended. Smolt release strategy recommended. Discussion needed.,Planning
BC South Coast,PIP,Powell R Sch,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Sliammon R,CM-4,GEORGIA STRAIT,15,,Alternate,0,Transfer In,Egg,Sliammon R,Sliammon River H,,400,,,,,,,Planning
BC South Coast,PIP,Powell R Sch,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Sliammon R,CM-4,GEORGIA STRAIT,15,Education,Alternate,0,Release,Fed Fry,Sliammon R,Powell River Schools,15,400,,,,,,,Planning
BC South Coast,PIP,Powell R Sch,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,,Primary,0,Transfer In,Egg,Sliammon R,Sliammon River H,,400,,,,,,,Planning
BC South Coast,PIP,Powell R Sch,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15,Education,Primary,0,Release,Fed Fry,Sliammon R,Powell River Schools,15,400,,,,,,,Planning
BC South Coast,PIP,Powell R Sch,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15,,Primary,0,Transfer In,Egg,Powell R,Lang Creek H,,540,,,,,,,Planning
BC South Coast,PIP,Powell R Sch,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15,Education,Primary,0,Release,Fed Fry,Lang Cr,Powell River Schools,15,540,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chinook,Fall,Puntledge R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,Harvest,Primary,0,Release,Smolt 0+,Puntledge R,Puntledge River H,14,1800000,Coded Wire Tag,AD,60000,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chinook,Fall,Puntledge R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,Harvest,Primary,2100000,Release,Smolt 0+,Puntledge R,Puntledge River H,14,0,Parentage-based Tagging,N/A,1800000,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chinook,Summer,Puntledge R,CK-83,EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3,14,Assessment/Conservation,Primary,550000,Release,Smolt 0+,Puntledge R,Puntledge River H,14,500000,Coded Wire Tag,AD,180000,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chinook,Summer,Puntledge R,CK-83,EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3,14,Assessment/Conservation,Primary,0,Release,Smolt 0+,Puntledge R,Puntledge River H,14,0,Parentage-based Tagging,N/A,500000,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate,2850000,Transfer Out,Egg,Fanny Bay/GSVI,Wilfred Cr H,,100000,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate,0,Transfer Out,Egg,French Cr,Marion Baker H,,100000,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate,0,Transfer Out,Egg,Gwa'ni,Gwa'ni H,,2250000,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Primary,3400000,Transfer Out,Egg,Lasqueti Is,Boatcove Creek H,,100000,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate,0,Transfer Out,Egg,Little R/GSVI,Little River H,,100000,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate,0,Transfer Out,Egg,Oyster R,Oyster River H,,200000,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Primary,0,Transfer Out,Egg,Qualicum Sch,Qualicum Schools,,100,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,Harvest,Primary,0,Release,Fed Fry,Puntledge R,Puntledge River H,14,2700000,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,0,Transfer In,Fry,Big Qualicum R,Big Qualicum River H,,100000,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,0,Transfer Out,Fry,Big Qualicum R,Big Qualicum River H,,105000,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,320000,Transfer Out,Egg,Comox Valley Sch,Comox Valley Schools,,3000,,,,,,,Planning
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Lang Cr,CM-4,GEORGIA STRAIT,15,Rebuilding,Primary,0,Release,Fed Fry,Lang Cr,Lang Creek H,15,560000,,,,,,,Planning
BC North Coast,CDP,Hartley Bay Cr,CA - Northern Interior & N Coast,Chum,Fall,Hartley Bay Cr,CM-18,HECATE LOWLANDS,06,Rebuilding,Primary,25000,Release,Fed Fry,Hartley Bay Cr,Hartley Bay Creek H,06,20000,,,,,,,Preliminary
Lower Fraser River,CDP,Seymour R,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Seymour R/GSMN,CM-3,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,0,Release,Fed Fry,Maplewood Cr,Seymour River H,28,20000,,,,,,,Preliminary
Lower Fraser River,CDP,Seymour R,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Seymour R/GSMN,CM-3,HOWE SOUND-BURRARD INLET,28,Rebuilding,Primary,0,Release,Fed Fry,Seymour R/GSMN,Seymour River H,28,425000,,,,,,,Preliminary
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Harvest,Primary,0,Release,Smolt 1+,Puntledge R,Puntledge River H,14,100000,Coded Wire Tag,AD,50000,,,"New production line as of 2016 brood year, using Big Qualicum River Hatchery as summer rearing site.",Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Harvest,Primary,0,Release,Smolt 1+,Puntledge R,Puntledge River H,14,0,Fin Clip,AD,50000,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Harvest,Primary,0,Release,Smolt 1+,Puntledge R,Puntledge River H,14,0,Parentage-based Tagging,N/A,100000,,,,Planning
Lower Fraser River,CDP,Seymour R,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,Rebuilding,Alternate,0,Release,Fed Fry,Maplewood Cr,Seymour River H,28,20000,,,,,,,Preliminary
Lower Fraser River,CDP,Seymour R,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,Rebuilding,Alternate,0,Release,Fed Fry,Seymour R/GSMN,Seymour River H,28,425000,,,,,,,Preliminary
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Pink,Fall,Glendale R,PKO-7,SOUTHERN FJORDS,12,,Primary,0,Transfer In,Egg,Knight Inlet Ldg,Knight Inlet Ldg,,150000,,,,,,,Planning
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Pink,Fall,Glendale R,PKO-7,SOUTHERN FJORDS,12,,Primary,0,Transfer Out,Fry,Knight Inlet Ldg,Knight Inlet Ldg,,100000,,,,,,,Planning
BC South Coast,PIP,Qualicum Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate,0,Transfer In,Egg,Puntledge R,Puntledge River H,,100,,,,,,,Planning
BC South Coast,PIP,Qualicum Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,Education,Alternate,0,Release,Fed Fry,Jenkins Cr,Qualicum Schools,14,100,,,,,,,Planning
BC South Coast,PIP,Qualicum Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,0,Transfer In,Egg,Big Qualicum R,Big Qualicum River H,,1000,,,,,,,Planning
BC South Coast,PIP,Qualicum Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Education,Primary,0,Release,Fed Fry,Big Qualicum R,Qualicum Schools,14,900,,,,,,,Planning
BC South Coast,PIP,Qualicum Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Education,Primary,0,Release,Fed Fry,L Qualicum R,Qualicum Schools,14,100,,,,,, Release Big Q fry into LQ because of proximity to school.,Planning
BC South Coast,PIP,Qualicum Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,0,Transfer In,Egg,French Cr,Marion Baker H,,1000,,,,,,,Planning
BC South Coast,PIP,Qualicum Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Education,Primary,0,Release,Fed Fry,French Cr,Qualicum Schools,14,1000,,,,,,,Planning
BC South Coast,PIP,Qualicum Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,0,Transfer In,Egg,Fanny Bay/GSVI,Fanny Bay H,,200,,,,,,,Planning
BC South Coast,PIP,Qualicum Sch,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,Education,Primary,0,Release,Fed Fry,Rosewall Cr,Qualicum Schools,14,200,,,,,,,Planning
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13,,Primary,4000000,Transfer Out,Fry,Unknown,Unknown,,30,,,,,,,Planning
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Nimpkish R Low,CM-5,NORTHEAST VANCOUVER ISLAND,12,Rebuilding,Primary,0,Release,Fed Fry,Nimpkish R Low,Gwa'ni H,12,2000000,Thermal,N/A,2000000,,,,Planning
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Salmon Cr/SWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,23,Rebuilding,Primary,600000,Release,Fed Fry,Salmon Cr/SWVI,Thornton Creek H,23,500000,,,,,,,Planning
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13,Harvest,Primary,0,Release,Seapen 0+,Discovery Pass,Quinsam River H,13,600000,Coded Wire Tag,AD,60000,,,,Planning
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13,Harvest,Primary,0,Release,Seapen 0+,Discovery Pass,Quinsam River H,13,0,Parentage-based Tagging,N/A,600000,,,,Planning
